Aug 15 18:21:31 p0-online-boutique systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.095506     602 server.go:529] "Kubelet version" kubeletVersion="v1.34.0"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.132826     602 kuberuntime_manager.go:291] "Container runtime initialized" containerRuntime="containerd" version="v2.2.1" apiVersion="v1"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.133859     602 kubelet.go:940] "Not starting ClusterTrustBundle informer because we are in static kubelet mode or the ClusterTrustBundleProjection featuregate is disabled"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.133907     602 kubelet.go:964] "Not starting PodCertificateRequest manager because we are in static kubelet mode or the PodCertificateProjection feature gate is disabled"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.143370     602 server.go:1262] "Started kubelet"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.143646     602 server.go:180] "Starting to listen" address="0.0.0.0" port=10250
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.143969     602 ratelimit.go:56] "Setting rate limiting for endpoint" service="podresources" qps=100 burstTokens=10
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.144063     602 server_v1.go:49] "podresources" method="list" useActivePods=true
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.144442     602 fs_resource_analyzer.go:67] "Starting FS ResourceAnalyzer"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.144587     602 server.go:249] "Starting to serve the podresources API" endpoint="unix:/var/lib/kubelet/pod-resources/kubelet.sock"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.144630     602 dynamic_serving_content.go:135] "Starting controller" name="kubelet-server-cert-files::/var/lib/kubelet/pki/kubelet.crt::/var/lib/kubelet/pki/kubelet.key"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.144710     602 kubelet_node_status.go:404] "Error getting the current node from lister" err="node \"p0-online-boutique\" not found"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.145165     602 volume_manager.go:313] "Starting Kubelet Volume Manager"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.145482     602 desired_state_of_world_populator.go:146] "Desired state populator starts to run"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.146092     602 reflector.go:205] "Failed to watch" err="failed to list *v1.CSIDriver: Get \"https://192.168.49.2:8443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.CSIDriver"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.146145     602 event.go:368] "Unable to write event (may retry after sleeping)" err="Post \"https://192.168.49.2:8443/api/v1/namespaces/default/events\": dial tcp 192.168.49.2:8443: connect: connection refused" event="&Event{ObjectMeta:{p0-online-boutique.18cc0d967c716f52  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:p0-online-boutique,UID:p0-online-boutique,APIVersion:,ResourceVersion:,FieldPath:,},Reason:Starting,Message:Starting kubelet.,Source:EventSource{Component:kubelet,Host:p0-online-boutique,},FirstTimestamp:2026-08-15 18:21:32.143308626 +0000 UTC m=+0.250219421,LastTimestamp:2026-08-15 18:21:32.143308626 +0000 UTC m=+0.250219421,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:p0-online-boutique,}"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.150283     602 controller.go:145] "Failed to ensure lease exists, will retry" err="Get \"https://192.168.49.2:8443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/p0-online-boutique?timeout=10s\": dial tcp 192.168.49.2:8443: connect: connection refused" interval="200ms"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.150333     602 server.go:310] "Adding debug handlers to kubelet server"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.150499     602 factory.go:223] Registration of the systemd container factory successfully
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.150684     602 factory.go:221] Registration of the crio container factory failed: Get "http://%2Fvar%2Frun%2Fcrio%2Fcrio.sock/info": dial unix /var/run/crio/crio.sock: connect: no such file or directory
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.153310     602 scope.go:117] "RemoveContainer" containerID="9b0a1842e94ee28dcc91d0dcc5353427af01893018962cb1f57fb79bb506bd4d"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.153435     602 factory.go:223] Registration of the containerd container factory successfully
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.165447     602 cpu_manager.go:221] "Starting CPU manager" policy="none"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.165476     602 cpu_manager.go:222] "Reconciling" reconcilePeriod="10s"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.165654     602 state_mem.go:36] "Initialized new in-memory state store"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.166498     602 state_mem.go:88] "Updated default CPUSet" cpuSet=""
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.166525     602 state_mem.go:96] "Updated CPUSet assignments" assignments={}
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.166565     602 policy_none.go:49] "None policy: Start"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.166588     602 memory_manager.go:187] "Starting memorymanager" policy="None"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.166679     602 state_mem.go:36] "Initializing new in-memory state store" logger="Memory Manager state checkpoint"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.166725     602 reconciler.go:29] "Reconciler: start to sync state"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.167172     602 reconstruct.go:189] "Failed to get Node status to reconstruct device paths" err="Get \"https://192.168.49.2:8443/api/v1/nodes/p0-online-boutique\": dial tcp 192.168.49.2:8443: connect: connection refused"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.167229     602 state_mem.go:77] "Updated machine memory state" logger="Memory Manager state checkpoint"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.167245     602 policy_none.go:47] "Start"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.170164     602 scope.go:117] "RemoveContainer" containerID="420f6164c26b6c58ff17418da086b5496d4c99d446e9490890ac64db1fb99fb7"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.178682     602 scope.go:117] "RemoveContainer" containerID="7d982aeb5806fc72eba1c1e269276667c6e7e507d8352f71ab7e0ff7d0e9feb6"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.180806     602 kubelet_network_linux.go:54] "Initialized iptables rules." protocol="IPv4"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.182537     602 kubelet_network_linux.go:54] "Initialized iptables rules." protocol="IPv6"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.182600     602 status_manager.go:244] "Starting to sync pod status with apiserver"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.182634     602 kubelet.go:2427] "Starting kubelet main sync loop"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.182681     602 kubelet.go:2451] "Skipping pod synchronization" err="[container runtime status check may not have completed yet, PLEG is not healthy: pleg has yet to be successful]"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.183348     602 reflector.go:205] "Failed to watch" err="failed to list *v1.RuntimeClass: Get \"https://192.168.49.2:8443/apis/node.k8s.io/v1/runtimeclasses?limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.RuntimeClass"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.188336     602 scope.go:117] "RemoveContainer" containerID="20bd9b90abe7a40526a31549b4230aef9850595d0d64c0b096c7dac5d4ee6608"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.192463     602 manager.go:513] "Failed to read data from checkpoint" err="checkpoint is not found" checkpoint="kubelet_internal_checkpoint"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.192658     602 eviction_manager.go:189] "Eviction manager: starting control loop"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.192692     602 container_log_manager.go:146] "Initializing container log rotate workers" workers=1 monitorPeriod="10s"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.193182     602 plugin_manager.go:118] "Starting Kubelet Plugin Manager"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.194872     602 eviction_manager.go:267] "eviction manager: failed to check if we have separate container filesystem. Ignoring." err="no imagefs label for configured runtime"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.194960     602 eviction_manager.go:292] "Eviction manager: failed to get summary stats" err="failed to get node info: node \"p0-online-boutique\" not found"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.197716     602 scope.go:117] "RemoveContainer" containerID="6533782cb628011204514224e6f3d7a3b4e03fc8ad4b51f687fceba160465500"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.205865     602 scope.go:117] "RemoveContainer" containerID="5a4dc5c0343ac7f8a3e5383c61fbf587aaad2fdc159d6150d1a3132f714c6e44"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.215426     602 scope.go:117] "RemoveContainer" containerID="fba80fd73583501958375838ae9897c1fb8a2bc5779f9a0561d2792f15efd185"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.222446     602 scope.go:117] "RemoveContainer" containerID="8dd7649c180772e00a285db2dcfed016df99cb46122848d3d7a55f60487c6750"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.230252     602 scope.go:117] "RemoveContainer" containerID="aa611eb259103f60ce5910fa1f0e84ce6d24135546fb8250435c758abc097cb0"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.237878     602 scope.go:117] "RemoveContainer" containerID="edc6904db71883351fd509292919e0235c3e59e824bb0f34880f356a9888ee9d"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.245920     602 scope.go:117] "RemoveContainer" containerID="31efda5a2999fb055972c30b244f1943d49578eda10889adcf484ef3128d3383"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.255261     602 scope.go:117] "RemoveContainer" containerID="7ab43656812764bb7a8bb99dc756e8702fc955934cb509352709fe640765d1c5"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.263517     602 scope.go:117] "RemoveContainer" containerID="d7eea2d22061c699c478c2e332219c8aa941b9050c0ea05ad3a8b5a1a59326b4"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.267587     602 reconstruct.go:189] "Failed to get Node status to reconstruct device paths" err="Get \"https://192.168.49.2:8443/api/v1/nodes/p0-online-boutique\": dial tcp 192.168.49.2:8443: connect: connection refused"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.272168     602 scope.go:117] "RemoveContainer" containerID="4520ef5317ff452e918c9a65215612cb057e91e95cd669342b9785f7d1516f69"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.279534     602 scope.go:117] "RemoveContainer" containerID="19eb945dd7ffc91c866dd8e9cb6bfcdc60e110d8b1c3885a604263f1f31f2c36"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.286036     602 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.286927     602 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.287759     602 scope.go:117] "RemoveContainer" containerID="455d6f5d8ced0f3fdce43cef5cc70e53909924535568eeb8dceaf24c0bdf10f3"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.287993     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7d982aeb5806fc72eba1c1e269276667c6e7e507d8352f71ab7e0ff7d0e9feb6"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288014     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9855c940540a0e5a797a3ec35ab0bf82a7b112c6c3699e9e516ba558f33c7675"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288030     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="bd0abdcf2c1fdf699373db7e5717adc4e202bcce56f7a6a9c90c1cc59334b263"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288047     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="574e0efb8bf6a393d5bfb7c857c430407210d7c9dffab3a0929589ddf6331d3c"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288055     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="1d9d90a8043827b3357124f56423c3d493b08e9313bab25e588e16cd2b896b16"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288067     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9e5d7f2c1d44b8973558160e98125d485d1c0e6249aae6139c8cb63284741b1c"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288079     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="141e0d6faddddb07245d87dbe007144f832a646cc725c98bd59c58eae67d0a1e"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288086     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="b007e6e57dcdebd4ad9e1392d9e10623cb9fac87ea614e462f356a01ca6ae95e"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288095     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="6533782cb628011204514224e6f3d7a3b4e03fc8ad4b51f687fceba160465500"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288102     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="1d8a405a320d889cf094af3b0805657c7a2a75418c762b0e1e12b43d5f92fd7d"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288110     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="247343992377c995ff2cb4228d1f350024886a91bab18ccde7d0babf721c6367"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288141     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="857a312b43c67ed251f8ee272789c7ec1c155fc6e76b4e04a2f5eb2581ec8b2a"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288155     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7bcc3ea6ba9d61b37f8290bcc00802298a0bd6253b2a375382c94db7ec008f87"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288177     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="25164610500f8eac84ea14a28b8c6eabcafcba02ee4ad73c29f7b67be91427fe"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288189     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="f3d9e43d901e5022c0863cc728496e9dffaba170700bb0fab49d43521477961c"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288204     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="e9f88c16954e1ce2e99ca15c47293e0ae46ed13aec4292c6ebfe79192292465f"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288213     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="33579393bcf373f3da2313d7e0c71af95efa2be105d5052385072020efe0d3f9"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288226     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="5d11df7e9d204b2516fceef1e7efd7e8eb9116238d8aef116c5b94ff71b03ea8"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288232     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="baa6f22ade8f968f58247c4269438bfed70af4d571feeea02ae04476f2aa0264"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288244     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="06ea4e95c154c5c30729af902c68945c9e89edc8412129e3e414d20e7cdfe928"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288251     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7e4e8de21eb9a05848780bb9cef08531e3e8c50668bc52edb474fc5cf26e26e7"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288264     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="d4edf9fef0926c1ffb7e093cc1f79da6de8f560fe042f56d793da02673d3816c"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288272     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="4e0aed30b8e8e8bef03ddad234bb898cb5a278304d134655a854d41ab9bae1e6"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288282     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="5a4dc5c0343ac7f8a3e5383c61fbf587aaad2fdc159d6150d1a3132f714c6e44"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288323     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="c7a373e88d5c570f7f38b17b913b5c70fd003ebed1038b66375dfaa1493c2ee8"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288332     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="af5fa151f0da8f3d292c38a000f4ee6c5944db6a2fdde8a1e6a4300eec1af3c6"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288343     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="3e74f18979936691f51c4090f7bf4e03b2c0304f0c6c43787ae9e06cb798bfa4"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288350     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="ada5a0973e218e2842206a1072a2524b54d71180e5c7c80ae369f5a544d6b1c6"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288358     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="20bd9b90abe7a40526a31549b4230aef9850595d0d64c0b096c7dac5d4ee6608"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288368     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="77be84e7331b3e34ef1c82882486852343bee417dea10c6e8adb3405c3287916"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288376     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="243a4f0627ac52a92fa38e02219b0faf57e156a60efd1a30e9127d79d0349812"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288387     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="bbb8eb7d59a15f6fe9dcb75847e56fd7a81052d97f5db7fc000a66c918937f31"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288394     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9fd6f3a3bbcb4119259185c1e5410091ebdde4bf0ba919b3dac6bc330b7a4131"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288403     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="fba80fd73583501958375838ae9897c1fb8a2bc5779f9a0561d2792f15efd185"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288418     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7f8e67e19efa916ca72c7efd192fe3d4e1c8459ccd9c8ba659ec34ae6538eace"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288426     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="ebd45d92fd4a723243586b4b9be52dafbe702babf22349c21d12741ad063acb1"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288464     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="34638ec9f2eac630e33b984aefde6cf42e4a96421b1e10dbad7812c92c58fba1"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288486     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="6b9ca9d41416d0ecd1ff27040cdf7e87363108caf89b2a7cea0ed91b75e6a55c"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288500     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="a51bf0b237a32c7e41625b09350f586d8cb90b0b40c1fec68763b5c212538879"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: I0815 18:21:32.288508     602 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="69e00f370249ffc3799db3c5acf0ce3153581bbf1a0164fbf57d2a3823ed8813"
Aug 15 18:21:32 p0-online-boutique kubelet[602]: E0815 18:21:32.288510     602 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
